Predicted
15.392
9.462
9.462
15.724
15.724
16.982
4.935
0.999
0.1000
10.765
16.922
0.978
0.1000
12.563
7.694
0.1000
0.999
0.1000
0.999
1.865
0.979
15.617
15.554
2.502
16.507
5.507
0.949
16.975
15.580
14.845
10.393
0.319
15.931
15.931
16.995
13.483
1.788
2.706
0.999
0.998
14.560
5.957
14.508
0.998
16.968
14.750
16.999
1.560
11.581
0.998
16.637
16.994
10.714
16.894
16.998
16.935
16.959
5.385
15.662
15.998
16.905
16.972
16.928
16.969
16.974
12.480
1.997
0.1000
16.612
1.943
13.411
14.610
2.358
0.999
0.999
0.1000
0.987
0.1000
0.999
0.999
0.999
9.988
0.999
15.999
0.999
0.999
0.999
0.994
0.999
3.692
7.353
0.999
0.999
14.598
0.999
10.327
7.817
0.499
16.990
14.989
0.897
0.648
10.499
10.756
16.904
14.993
15.686
16.999
16.440
16.990
16.997
16.998
15.922
13.622
14.538
16.998
0.999
0.999
16.534
16.998
0.661
16.671
13.985
6.348
0.530
0.999
0.1000
0.999
0.999
0.985
0.999
0.1000
0.956
0.1000
0.999
0.999
0.581
0.974
0.890
7.667
16.996
0.999
0.999
0.755
1.608
0.999
16.392
16.999
14.921
11.496
0.999
0.1000
15.973
16.843
0.998
15.879
16.999
0.999
3.738
0.1000
0.1000
0.1000
0.999
0.1000
0.993
16.940
0.999
0.955
0.999
2.593
0.981
0.999
0.996
16.991
0.938
0.999
0.999
0.999
0.1000
0.617
0.999
0.1000
14.559
0.991
13.366
13.598
0.954
14.600
15.785
16.976
16.986
13.674
7.419
0.1000
0.1000
0.777
3.579
3.837
0.999
0.999
