38.637276,-119.993831
37.041045,-110.868094
46.193453,-122.178297
46.199179,-121.483393
46.864033,-121.765802
43.978715,-121.690306
44.081991,-121.705800
42.444950,-122.314495
41.411565,-122.231969
35.932527,-105.490427
46.875381,-121.763227
37.733555,-119.573414
37.744669,-119.536085
37.771390,-119.495670
36.062247,-112.079031
36.770952,-111.660311
35.767777,-82.266218
35.764842,-82.253796
43.171098,-109.569228
32.813460,-116.822988
32.781399,-116.769754
42.145994,-106.722689
42.142929,-106.310799
43.220446,-109.737572
43.258604,-109.803370
36.692955,-110.441243
36.336634,-94.889884
36.264887,-94.944576
35.725658,-94.082933
35.595821,-94.045957
35.736177,-94.365519
37.492156,-118.945621
37.625988,-119.037773
37.739763,-118.369440
38.141735,-119.624509
38.118287,-119.653360
38.146869,-119.565183
38.158873,-119.580766
38.138956,-119.484250
38.646646,-119.987806
38.725417,-119.970086
38.737903,-120.012713
38.797453,-120.146560
39.404945,-116.396698
39.853842,-115.720346
40.035849,-114.793258
39.092528,-106.432076
41.267306,-108.177037
43.096147,-109.570330
42.155826,-111.514832
36.264596,-98.779894
39.367473,-97.808256
42.250081,-99.644663
35.211576,-91.371022
44.952768,-98.287219
46.813574,-99.369653
35.813503,-86.713486
39.421357,-76.772026
37.103244,-110.006333
33.519561,-101.896460
31.127759,-103.552434
31.157615,-95.788668
36.275452,-107.029986
38.382281,-92.754188
31.858728,-83.448839
40.594459,-77.224755
31.682815,-100.318331
31.764698,-92.985602
32.989053,-91.762280
35.601324,-87.658430
39.412038,-90.383055
43.571428,-89.352703
43.902719,-101.157958
37.115130,-79.564828
43.363105,-118.490530
40.887067,-118.802679
39.322752,-118.704933
31.864001,-93.571713
32.542331,-89.830436
32.578690,-87.754268
28.634956,-81.905951
27.181499,-81.275262
36.969926,-109.987440
38.515289,-109.900258
35.913972,-111.271377
40.781952,-110.504205
36.511139,-111.301160
37.702352,-107.573603
37.469985,-113.074359
36.216371,-112.710844
39.374362,-120.523562
38.456741,-120.179670
37.764801,-119.342978
37.097476,-118.903668
40.013316,-116.526800
45.226204,-110.753353
37.973113,-96.246458
34.026149,-99.761435
32.789399,-102.460304
41.854767,-107.917956
