45.346761,-114.234156
40.114990,-113.245688
40.114990,-113.245688
37.906518,-110.302811
37.906518,-110.302811
35.737796,-110.066314
37.728668,-115.369066
41.414611,-112.890698
41.490973,-112.975838
45.646551,-112.107763
37.842215,-108.136472
33.914380,-107.324906
39.137772,-117.089477
43.869791,-121.898860
44.302394,-108.525903
36.468294,-109.630542
35.024550,-110.363509
37.260200,-114.516965
39.386151,-115.562194                   
42.688176,-112.631119
43.321105,-112.648469
43.405363,-111.172845
43.177514,-109.901391
39.032607,-106.496266
39.054191,-106.972433
39.140372,-106.998046
39.160524,-106.993633
39.545832,-106.091662
39.695533,-105.866958
37.812336,-107.619805
38.422258,-110.494991
38.690210,-111.136425
37.535089,-107.569578
37.535089,-107.569578
37.906115,-107.461549
37.820263,-108.018268
35.149019,-84.878783
34.669227,-85.291170
34.310238,-85.705810
34.335494,-85.872058
36.322546,-83.495252
36.282916,-83.772263
36.198658,-83.842966
36.184798,-83.898251
36.275680,-84.324471
36.197044,-84.457236
36.479241,-84.317902
36.248828,-84.236228
36.086462,-84.036136
36.537648,-83.910367
36.560925,-84.312264
36.633479,-84.253650
36.676498,-84.065300
37.513721,-88.614102
36.115198,-112.153961
36.151162,-112.282379
36.221969,-112.392700
36.262201,-112.510197
36.316586,-112.477623
36.358540,-112.472697
36.408070,-112.508782
36.402769,-112.625184
36.346649,-112.716460
36.296216,-112.734469
36.284908,-112.828548
36.166417,-112.115961
36.257561,-112.101307
36.388945,-112.315447
47.208212,-115.851587
47.866001,-116.747282
48.256094,-115.470839
48.668544,-115.194625
46.617024,-100.714603
45.221862,-97.893723
45.331974,-94.445763
42.433020,-92.969487
39.769890,-91.904029
40.790830,-97.843868
40.075897,-94.459401
38.569754,-93.113837
37.110247,-93.519062
46.881586,-105.693527
34.945863,-94.964184
34.571087,-93.059805
33.651226,-89.811397
32.875634,-87.267764
32.845367,-84.121417
33.841081,-83.547949
37.766717,-81.557830
47.445292,-92.778583
44.401163,-119.042777
43.033164,-114.553728
35.101818,-81.944712
37.700231,-80.064516
38.923323,-79.951819
40.323480,-78.746136
46.893234,-93.775151
48.499697,-121.074414
48.855244,-121.333888
48.797326,-121.799539
46.177005,-121.442690
46.212879,-122.196163
47.853208,-123.689200
48.103145,-121.059996
48.578243,-121.052155
48.794212,-121.814347
45.331021,-121.724426
44.115093,-115.048815
43.776070,-114.162924
44.012245,-113.560441
45.148407,-117.233341
45.444867,-118.259156
44.989256,-118.448212
44.824976,-118.005343
45.757756,-114.286610
46.083387,-113.174753
44.048745,-110.311971
43.854924,-109.491461
44.638519,-109.634563
45.246790,-109.852129
44.461310,-107.159075
44.670913,-114.748982
43.960367,-115.945590
39.153652,-107.610001
37.986492,-103.339062
38.235848,-95.036666
42.969467,-96.298296
45.085866,-98.646348
44.454538,-93.465028
39.952219,-92.372327
38.395333,-89.271176
33.548664,-90.547397
36.496127,-91.810411
43.058716,-93.616438
43.111539,-96.551703
38.344371,-99.788466
37.080628,-92.579616
35.626493,-85.601979
32.398035,-84.947584
33.995647,-82.872393
35.295858,-80.612570
32.342021,-81.375935
31.717873,-87.419510
30.906119,-94.595722
30.329763,-83.433004
47.033262,-94.932266
44.734637,-110.297561
44.447152,-115.501438
47.673697,-120.332244
43.984046,-122.125449
40.680893,-111.786680
41.715984,-101.010667
39.559991,-105.889631
37.906062,-106.864101
38.206259,-79.230801
37.184447,-81.139358
36.875931,-81.977840
36.577510,-82.532710
36.066708,-83.007193
36.423883,-82.466755
35.832338,-83.754117
35.483909,-84.443476
38.031036,-79.197227
38.995729,-78.149755
39.736955,-77.553696
37.860742,-79.582572
34.742701,-85.707651
35.817610,-84.316520
35.364330,-84.994139
34.909801,-85.522754
37.973480,-79.070864
39.715776,-82.370419
38.161115,-84.294953
35.714610,-81.564987
34.459097,-82.570484
36.488267,-91.983442
35.383056,-92.619806
38.390662,-95.245147
42.150676,-92.734357
43.708126,-90.051487
44.923337,-93.268251
44.845433,-95.227795
40.676572,-79.081357
40.299397,-77.275370
43.086658,-109.578478
42.692189,-109.003449
39.138834,-106.387072
38.946111,-107.147513
37.957408,-107.684888
37.813399,-105.616267
37.951935,-107.753483
39.478774,-106.143590
38.228978,-99.936602
39.946500,-99.064635
41.144139,-98.593086
38.352754,-96.448421
34.805749,-95.431242
35.110080,-94.366741
37.799882,-94.376688
41.620591,-95.390767
