Predicted
16.364
0.418
0.418
16.324
16.324
0.365
0.391
2.660
0.590
0.488
16.331
0.555
0.511
0.533
0.287
0.667
0.966
0.366
0.390
16.379
0.391
16.288
16.426
16.671
16.842
15.289
16.366
9.653
16.335
16.438
0.508
16.467
16.446
16.446
16.422
16.406
16.540
0.583
0.527
0.412
16.509
2.221
16.426
0.588
14.506
16.358
14.791
14.317
16.440
14.357
16.621
0.247
0.217
0.504
0.529
0.658
16.595
16.459
15.365
0.503
16.395
16.577
16.580
16.659
16.632
14.286
4.258
9.970
16.414
0.382
16.412
16.421
0.429
0.998
0.870
0.962
16.347
0.983
0.958
0.760
0.999
0.403
0.958
16.297
7.256
0.511
0.554
0.595
0.715
7.590
16.291
0.891
0.864
16.230
16.305
7.472
7.165
16.891
14.407
16.441
16.438
0.989
0.526
16.420
16.315
16.466
16.488
16.504
16.429
0.414
0.676
0.532
9.759
16.603
0.455
16.305
16.473
16.505
16.275
16.322
16.415
10.177
0.410
0.831
0.970
0.370
0.942
16.162
0.983
0.918
0.477
0.963
0.856
0.996
0.552
14.674
0.449
0.661
0.579
16.431
0.275
10.124
0.836
0.897
9.912
16.483
16.355
16.432
0.480
0.305
16.291
0.326
16.246
0.279
0.261
7.568
0.507
0.821
0.989
0.577
0.998
16.258
7.530
16.313
0.360
0.337
14.281
0.478
16.384
0.616
0.969
0.157
0.429
14.363
0.985
0.999
0.931
0.780
0.999
0.894
0.639
11.269
16.461
16.266
9.723
16.453
0.715
16.523
16.298
16.489
0.999
0.906
0.967
0.921
0.651
0.998
0.767
0.776
0.767
0.767
