Predicted
16.999
14.573
0.845
0.978
0.617
0.992
0.813
16.959
0.845
0.812
0.845
14.523
0.869
0.845
16.757
0.993
0.845
13.591
0.958
15.990
0.845
0.845
13.679
0.845
16.996
0.845
16.885
0.845
15.738
16.824
0.952
0.845
14.865
0.926
0.845
0.845
13.796
0.845
0.845
14.913
0.845
0.845
0.998
14.993
0.845
0.845
0.845
